8,11,10,2,0,1,8,11,0,10,1,2,8,11,0,10,1,2,8,11,0,10,1,2,8,2,11,0,4,10,1,8,2,11,0,4,10,8,2,11,0,4,8,2,11,0,4,8,2,7
11,1,3,0,11,1,3,0,11,1,3,0,11,1,3,0,11,1,3,0,11,1,3,0,11,1,3,0,11,0,1,3,8,11,0,1,8,11,0,1,8,11,0,1,8,11,0,1,8,2
